696193	456
696193	874
696193	1117
696193	2547
696193	2666
696193	2986
696193	4025
696193	4812
696193	7648
696193	9080
696193	9135
696193	10223
696193	10396
696193	10419
696193	10514
696193	10812
696193	10867
696193	11552
696193	11862
696193	12695
696193	12797
696193	13543
696193	24303
696193	30973
696193	37613
696193	45773
696193	47253
696193	49873
696193	53783
696193	59623
696193	60663
696193	62173
696193	69173
696193	109293
696193	146733
696193	150433
696193	281563
696193	556963
696193	611043
696193	616113
696193	616173
696193	617053
696193	618593
696193	619693
696193	626323
696193	631583
696193	674433
696193	676493
696193	683523
696193	693883
696193	694283
696193	694343
696193	702953
696193	707443
696193	712163
696193	728623
696193	734493
696193	744853
696193	747993
696193	751263
696193	752743
696193	753033
696193	753383
696193	754556
696193	755189
696193	756278
696193	756447
696193	766509
696193	768579
696193	770759
696193	773781
696193	774096
696193	774675
696193	777433
696193	777560
696193	778162
696193	778984
696193	779451
696193	780459
696193	781493
696193	781895
696193	784492
696193	784542
696193	785089
696193	787265
696193	795448
696193	795920
696193	796409
696193	798007
696193	801967
696193	804455
696193	805503
696193	806697
696193	807473
696193	808387
696193	809010
696193	809093
696193	809141
696193	809838
696193	811303
696193	811972
696193	812781
696193	813286
696193	814256
696193	814293
696193	815233
696193	815680
696193	816812
696193	817263
696193	817316
696193	818095
696193	819546
696193	820807
696193	821845
696193	826951
696193	833121
696193	833881
696193	852861
696193	858201
696193	859621
696193	864371
696193	871021
696193	886491
696193	898491
696193	900421
696193	920861
696193	921711
696193	933501
696193	934991
696193	943231
696193	965731
696193	980611
696193	1008531
696193	1021731
696193	1026541
696193	1035491
696193	1049321
696193	1053301
696193	1065921
696193	1085391
696193	1097731
696193	1113801
696193	1125071
696193	1127951
696193	1134701
696193	1138031
696193	1142711
696193	1143031
696193	1174681
696193	1184801
696193	1201491
696193	1219971
696193	1220781
696193	1221471
696193	1245101
696193	1255151
696193	1268381
696193	1295571
696193	1300521
696193	1307371
696193	1308971
696193	1315431
696193	1322741
696193	1332691
696193	1338681
696193	1354631
696193	1356261
696193	1372651
696193	1376251
696193	1403261
696193	1410511
696193	1436551
696193	1453011
696193	1455911
696193	1462761
696193	1465971
696193	1473431
696193	1473891
696193	1476291
696193	1477191
696193	1484741
696193	1501881
696193	1502181
696193	1520661
696193	1548241
696193	1574421
696193	1577921
696193	1578221
696193	1630051
696193	1630561
696193	1652561
696193	1675731
696193	1702731
696193	1782321
696193	1810191
696193	1813381
696193	1817901
696193	1823571
696193	1851171
696193	1935301
696193	1958351
696193	1959371
696193	1959901
696193	1964791
696193	1983331
696193	1989531
696193	1997531
696193	1998841
696193	2035621
696193	2062811
696193	2066291
696193	2071471
696193	2123041
696193	2148071
696193	2175121
696193	2213961
696193	2220471
696193	2241221
696193	2243161
696193	2243291
696193	2323411
696193	2345321
696193	2374441
696193	2390641
696193	2390651
696193	2495611
696193	2497401
696193	2528871
696193	2541771
696193	2557521
696193	2561571
696193	2569261
696193	2608911
696193	2612781
696193	2662651
696193	2676401
696193	2677451
696193	2691421
696193	2692281
696193	2699301
696193	2704561
696193	2731801
696193	2776801
696193	2797491
696193	2847471
696193	2893551
696193	2910971
696193	2918861
696193	2973971
696193	2995871
696193	3002361
696193	3076591
696193	3128101
696193	3262301
696193	3300111
696193	3346451
696193	3370011
696193	3433721
696193	3449401
696193	3494381
696193	3513571
696193	3523951
696193	3532201
696193	3533231
696193	3570351
696193	3587091
696193	3597921
696193	3611941
696193	3641801
696193	3715811
696193	3754121
696193	3774261
696193	3949351
696193	3971941
696193	4023681
696193	4027771
696193	4069731
696193	4070011
696193	4094991
696193	4153501
696193	4190421
696193	4192041
696193	4233741
696193	4238781
696193	4239551
696193	4242831
696193	4276531
696193	4388511
696193	4442241
696193	4515591
696193	4547821
696193	4556941
696193	4620791
696193	4629001
696193	4630221
696193	4630891
696193	4649511
696193	4654771
696193	4823301
696193	4838061
696193	4898501
696193	4916821
696193	4917231
696193	4992791
696193	5047411
696193	5054721
696193	5061631
696193	5065051
696193	5083721
696193	5124341
696193	5138311
696193	5203141
696193	5259391
696193	5371032
696193	5376372
696193	5378272
696193	5384472
696193	5392522
696193	5405902
696193	5417132
696193	5417662
696193	5420412
696193	5421912
696193	5434242
696193	5435942
696193	5438612
696193	5440492
696193	5442012
696193	5443782
696193	5453272
696193	5464452
696193	5482372
696193	5485192
696193	5497562
696193	5501352
696193	5522662
696193	5548002
696193	5552362
696193	5565112
696193	5565532
696193	5604592
696193	5610072
696193	5644142
696193	5656402
696193	5660032
696193	5661892
696193	5662872
696193	5683952
696193	5688402
696193	5693432
696193	5701692
696193	5724052
696193	5729912
696193	5732162
696193	5743372
696193	5761552
696193	5778272
696193	5778452
696193	5779022
696193	5785842
696193	5796972
696193	5798602
696193	5798782
696193	5799272
696193	5802312
696193	5817912
696193	5830702
696193	5844902
696193	5862302
696193	5874452
696193	5879482
696193	5889412
696193	5921352
696193	5926342
696193	5939912
696193	5947302
696193	5949352
696193	5953322
696193	5970752
696193	5978482
696193	5980142
696193	5989862
696193	6005892
696193	6015842
696193	6030962
696193	6039012
696193	6053552
696193	6060782
696193	6070272
696193	6084812
696193	6090562
696193	6104502
696193	6108012
696193	6112692
696193	6114272
696193	6118242
696193	6118462
696193	6120472
696193	6123762
696193	6142862
696193	6145872
696193	6151922
696193	6158732
696193	6167882
696193	6181632
696193	6182262
696193	6188152
696193	6210202
696193	6238742
696193	6246412
696193	6268482
696193	6269602
696193	6284972
696193	6291392
696193	6322442
696193	6323932
696193	6333062
696193	6333392
696193	6341542
696193	6377902
696193	6382062
696193	6389222
696193	6412212
696193	6417892
696193	6424622
696193	6425142
696193	6433592
696193	6434802
696193	6452362
696193	6459272
696193	6475992
696193	6481902
696193	6502482
696193	6508722
696193	6515802
696193	6529042
696193	6534322
696193	6535242
696193	6549332
696193	6559052
696193	6560972
696193	6577492
696193	6592062
696193	6597672
696193	6598282
696193	6598342
696193	6604762
696193	6655632
696193	6694422
696193	6722412
696193	6724142
696193	6729142
696193	6730352
696193	6742412
696193	6750202
696193	6751632
696193	6762332
696193	6774092
696193	6775592
696193	6794482
696193	6796502
696193	6796602
696193	6809902
696193	6817182
696193	6817292
696193	6822512
696193	6858022
696193	6858572
696193	6865052
696193	6872172
696193	6872392
696193	6877722
696193	6881012
696193	6889102
696193	6890422
696193	6892092
696193	6905132
696193	6952942
696193	6960932
696193	6965322
696193	6968762
696193	6972602
696193	6972662
696193	6987882
696193	6993112
696193	6996832
696193	7014662
696193	7017692
696193	7040692
696193	7057922
696193	7058572
696193	7076102
696193	7077262
696193	7092302
696193	7092882
696193	7097022
696193	7112862
696193	7114842
696193	7117252
696193	7125932
696193	7133312
696193	7150532
696193	7161172
696193	7165402
696193	7179262
696193	7185502
696193	7192292
696193	7194212
696193	7195202
696193	7207652
696193	7216352
696193	7239562
696193	7251502
696193	7256732
696193	7267482
696193	7322342
696193	7340872
696193	7341752
696193	7350652
696193	7350962
696193	7351752
696193	7353782
696193	7355472
696193	7357282
696193	7373482
696193	7375592
