2741	2544
2741	812245
2741	19623197
3226	3221
3299	3026
4697	4702
4697	17918127
6032	3728
6032	10316422
6032	15473240
6485	6482
6517	4288
6717	6593
6776	10316422
6776	14189531
6776	15729718
6776	45606703
6776	52948188
7232	7271
7525	3695
7525	3720
7525	10316422
7647	7547
7775	7725
7831	5160
7831	10316422
7831	59869968
8606	10316422
8606	14128331
8606	16125381
8606	44934925
8606	48485418
8996	10316422
8996	51204453
9184	9138
9184	10316422
9184	38046416
9184	39673563
9184	45217496
9871	9835
10098	10316422
10182	10316422
10182	18640205
10182	45606703
10182	46420736
10182	49491757
10271	10202
10271	10406
10271	15308143
10271	20565502
10271	21727322
10379	10316422
10379	14836890
10379	56126426
11180	10316422
11535	10316422
11535	18621713
11535	26337796
11535	46420736
11605	11539
11605	10316422
11605	14055491
11605	15328692
12523	10316422
12523	14836890
12957	10316422
12957	19138977
12957	34926116
12957	46420878
12957	47960467
13473	10316422
13473	46420878
13473	47916515
13473	52530710
20033	12818
20033	12819
20033	12827
20033	18760928
20643	10316422
20643	46421267
26033	24003
26033	4864831
26033	10316422
30433	10316422
39883	39503
44543	46283
44543	20193797
44543	22082594
44543	26735670
46013	15266073
46953	2500
46953	10831
46953	43515943
46953	46570290
47393	23704340
47393	32390272
47393	49267015
47393	53383526
49343	50033
49343	30921511
49343	39451017
50853	17723
50853	14441746
50853	46570416
50853	46896504
50853	54829378
53713	43511637
53713	44790695
55233	777703
55233	33926192
55233	41077024
55233	46570978
55233	52007700
56033	12396
56033	5891242
56033	14593857
56033	39214069
59983	14984654
59983	23384865
59983	37020426
59983	40896668
61053	14984654
61053	20309422
61053	45520667
61053	45520703
61053	46571190
64683	46571297
66353	64423
66353	64803
66763	57273
66763	66823
66763	611823
66763	41373027
66763	46783729
70773	20366350
70773	27824020
70773	38841155
70773	46571533
70773	51394620
74663	15207775
74663	49262126
76193	8026622
76193	10316422
76193	16391640
164693	66503
164693	226253
225503	8855562
225503	14821983
225503	28758396
225503	40815027
468573	14243162
493393	15514738
529973	817650
529973	14152005
529973	23091477
541123	381463
541123	10815782
541123	14583033
541123	38306363
541123	46900797
546133	7028692
546133	17482689
546773	22006919
561373	7756202
561373	14204295
561373	14227278
561373	14381339
561373	14984654
607023	36548827
607223	5522882
607223	6255852
607223	56580956
607603	20202514
607603	21678401
607603	22126737
607603	22348763
609313	14059437
609313	23435791
609313	24625258
609313	44390064
613403	609343
613703	7125932
613703	9078242
613703	9995592
613703	14922531
613703	17305274
622783	614543
622783	9069322
622783	10815782
623053	6255852
623053	6336772
623053	9544962
623053	17387677
623443	13901392
623443	15424592
623443	17210091
623443	19915641
623723	757613
623723	20196418
623723	20558424
623723	45389211
626123	14523801
626123	52077712
629003	21137186
629003	21244641
643913	636723
643913	26756715
650153	21898859
650153	36732891
658743	645343
658743	6826912
658743	12816352
658743	16094407
658743	52021608
659543	6821362
659543	24587635
659683	7369
659683	43507272
660153	15949233
660153	19183802
660153	37170623
661423	5899512
662183	612723
664833	662993
664833	34023168
669933	14749337
669933	39949769
674833	24512637
677293	658283
677293	705383
677293	41478127
677293	49267495
677293	51902365
677983	8695672
684423	663153
684423	15625549
686143	10378262
686143	49077958
686143	52331103
692733	643583
692733	14836890
692733	28079897
692783	26323
692783	16534496
692783	18373330
692783	40429619
692783	57871432
696723	688533
698473	683463
698993	15881606
698993	16358082
698993	36545355
699653	696753
699653	23221059
699653	33733245
699813	699743
700113	16028919
700403	10733192
700403	17070016
705203	611463
725283	7208032
725283	8762122
725283	10815782
725283	14292553
725283	15211714
731373	16005163
731423	69703
731423	733053
733133	14226981
738373	14836890
739493	42944683
739493	54784067
740103	8008212
740103	18795591
740103	29588307
741833	6255852
741833	14785535
741833	15949366
741833	18594754
741833	57477626
746273	9913522
746273	15966101
746273	25838464
746273	32794316
749593	12925
749593	771428
749593	776903
749593	1192161
754583	381463
754583	754588
754583	10815782
755543	12771122
755543	43606927
755543	49818922
755807	6611
755807	755924
755907	733283
755907	782848
756052	15052056
756401	16804086
757421	8894662
757421	9523272
757421	10815782
757894	755029
759360	793772
759360	19282250
759360	49853689
760547	24565950
761462	17910255
761510	5112
762354	8595422
764005	34643032
766357	764811
768413	16269858
771985	764617
772292	18372530
772292	22651436
772292	51553194
776939	766811
776939	769182
776939	42470508
776939	59810841
777538	762894
778061	13929262
778061	14250972
778923	9590382
778923	14202402
778923	17438485
778923	44713423
779157	778802
779157	779245
779157	781127
779157	14886813
781650	783333
781650	1976611
781650	5997662
783051	22118858
783706	14140679
783706	18619033
783706	20782349
783706	51146392
785413	14806640
785413	43204040
785942	15465686
785942	20880998
786993	15781215
786993	16391677
786993	16621180
786993	17801546
786993	22757787
788037	48146902
788037	52743339
788037	56989642
790018	789963
794962	27679428
794962	58170177
796966	28523385
798725	28087324
798853	756821
803175	43845039
803175	45825396
803175	46619000
803175	58458688
804460	16070131
805414	669313
805414	703743
807078	16215999
807215	11414
807215	19476221
807215	45842110
807215	49590682
807215	49778221
807774	783875
807774	790411
807774	10103962
807774	12997632
807774	16591561
810106	16605656
810843	807666
810843	810858
810843	18910726
812319	811217
813708	16115182
813708	23096961
813708	31532744
814584	788958
814584	19976180
814776	14209870
814776	14814606
821830	22024140
821830	26493903
821830	42295285
821847	756033
821847	21144974
822803	101143
822818	16834421
822818	41079813
842381	5704972
842381	15087752
842381	24101888
842381	46627976
850321	14153378
850321	14444319
850321	25026344
850321	25749121
853601	22315154
862531	14886813
868281	19883
868281	879201
868281	17705208
868281	19123255
868281	32382435
903131	13229
903131	804204
903131	13397292
903131	14249485
903131	22034375
907801	5891052
907801	54068828
967901	616113
967901	813898
967901	814047
967901	1398271
982981	981701
982981	5954802
982981	13133052
982981	17417981
982981	39699965
995481	973921
